text,text_en,cmp_code,eu_code,annotations
Zugleich bindet die staatliche Repression erhebliche finanzielle Mittel.,"At the same time, state repression ties up considerable financial resources.",605.2,,46. PEA
"Wir wollen ein Werbe- und Sponsoring-Verbot für Tabak, Alkohol, andere Drogen sowie Glücksspielangebote einführen, begleitet von Aufklärungskampagnen zu Alkohol-, Drogen und Spielsucht.","We want to introduce a ban on advertising and sponsorship for tobacco, alcohol, other drugs and gambling, accompanied by educational campaigns on alcohol, drug and gambling addiction.",403,,1. 1
"Manche dieser Suchtmittel sind gesellschaftlich weitgehend akzeptiert, aber haben gravierende Folgen.","Some of these addictive substances are widely accepted by society, but have serious consequences.",403,,2. 1.1
Wir wollen Spielautomaten in Gaststätten verbieten.,We want to ban gaming machines in restaurants.,403,,3. 1.1
Wir wollen Drogenkonsum vollständig entkriminalisieren,We want to completely decriminalize drug use,605.2,,4. 1.2
"und medizinische und sozialarbeiterische Interventionsprogramme schaffen, um Drogen endlich angemessen zu regulieren.",and create medical and social work intervention programmes to finally regulate drugs appropriately.,504,,5. 1.2
"Damit begegnen wir der inhumanen Verfolgung der Konsumierenden,","In this way, we will counter the inhumane persecution of drug users,",605.2,,6. 1
aber auch der organisierten Kriminalität.,but also organized crime.,605.2,,7. 1
Wir wollen eine vollständige Legalisierung von Cannabis und die dafür notwendigen Änderungen auf EU- und UN-Ebene durchsetzen.,We want to fully legalize cannabis and push through the necessary changes at EU and UN level.,605.2,,8. 1.3
"Für alle Drogen, inklusive Alkohol, werden Grenzwerte für die Blutkonzentration festgelegt, bei denen die Fahrtüchtigkeit nach wissenschaftlich-medizinischen Gesichtspunkten nicht beeinträchtigt wird.","For all drugs, including alcohol, blood concentration limits will be set at which the ability to drive is not impaired according to scientific and medical criteria.",605.1,,9. 1.3
Höhere Konzentrationen im Straßenverkehr werden geahndet.,Higher concentrations in road traffic will be penalized.,605.1,,10. 2
Damit wollen wir das Nüchternheitsgebot endlich sachgerecht durchsetzen.,"In this way, we want to finally enforce the sobriety requirement properly.",605.1,,11. 2
Im Vordergrund muss stehen: Leben retten.,The focus must be on Saving lives.,504,,12. 2
"Deshalb wollen wir einen flächendeckenden Zugang zu Drogenkonsumräumen, sterilen Konsumutensilien und Medikamenten gegen Überdosierung.","That is why we want nationwide access to drug consumption rooms, sterile consumption utensils and medication to prevent overdoses.",504,,13. 2
Die Analyse von Drogen auf gefährliche Beimischungen und Verunreinigungen (Drugchecking) muss flächendeckend verfügbar sein.,The analysis of drugs for dangerous admixtures and impurities (drug checking) must be available nationwide.,605.2,,14. 1.1
"Wir stärken Präventions-, Beratungs- und Hilfsangebote.","We strengthen prevention, counseling and support services.",504,,15. 1.1
6. Entspannung statt Aufrüstung und Militarisierung: Eine friedliche Welt ist möglich,6. détente instead of rearmament and militarization: a peaceful world is possible,H,,16. 1.1
Für Die Linke ist Krieg kein legitimes Mittel der Politik.,"For Die Linke, war is not a legitimate means of politics.",105,,17. 1.1
"Unsere Vision ist: ein friedliches Deutschland in einem demokratischen, sozialen und friedlichen Europa, in dem das Primat des Zivilen gilt.","Our vision is: a peaceful Germany in a democratic, social and peaceful Europe in which the primacy of civilian life applies.",106,,18. 1.1
"Wir wollen eine Politik, die bei Ungerechtigkeiten und Gewalt in der Welt nicht wegschaut, sondern sich mit friedlichen Mitteln einmischt.","We want a policy that does not look away from injustice and violence in the world, but intervenes with peaceful means.",107,,19. 1.4
Die Linke steht an der Seite der Unterdrückten und der Angegriffenen.,The left stands on the side of the oppressed and the attacked.,107,,20. 1.4
"Wir vertreten eine Außenpolitik, die immer nach friedlichen, zivilen Lösungen sucht","We advocate a foreign policy that always seeks peaceful, civil solutions",106,,21. 1
und nicht mit dem Finger am Abzug denkt.,and does not think with its finger on the trigger.,105,,22. 1.4
Die Linke ist eine Friedenspartei und verlässliche Stimme der Friedensbewegungen.,Die Linke is a peace party and a reliable voice of the peace movements.,106,,23. 1.3
"Wir stehen für eine Außenpolitik, für die Menschenrechte unteilbar sind und bei der keine doppelten Standards gelten.",We stand for a foreign policy in which human rights are indivisible and in which no double standards apply.,201.2,,24. 1.3
"Unsere Perspektive ist nicht die des Generals, sondern die der betroffenen Menschen.","Our perspective is not that of the general, but that of the people affected.",201.2,,25. 1.3
Denn auch im Krieg gibt es einen Klassengegensatz.,Because even in war there is a class antagonism.,415,,26. 1.3
"NATO-Generalsekretär Rutte und Kanzlerkandidat Merz (CDU) fordern, Renten, Gesundheit und Sozialausgaben zugunsten der Rüstung zu kürzen.","NATO Secretary General Rutte and Chancellor candidate Merz (CDU) are calling for pensions, health and social spending to be cut in favor of armaments.",105,,27. 1.3
Dem stellen wir uns mit aller Kraft entgegen.,We oppose this with all our strength.,105,,28. 1.4
"Wir vergessen nicht, dass es vor allem die arbeitende Bevölkerung und die Zivilbevölkerung ist, die die Folgen und Kosten des Krieges trägt, und dass Ungleichheiten nach Klasse, Geschlecht, Ethnizität und neokolonialer Überlegenheit wesentlich darüber entscheiden, wer getötet oder zum Opfer von Gewalt, Verelendung und Entrechtung wird.","We do not forget that it is above all the working population and the civilian population who bear the consequences and costs of war, and that inequalities based on class, gender, ethnicity and neo-colonial superiority play a major role in determining who is killed or becomes a victim of violence, impoverishment and disenfranchisement.",503,,29. 1.4
"Zur Beendigung dieses Zustands ist es unverzichtbar, Kriegsparteien zu einer Anpassung ihrer politischen Ziele und Prinzipien zu bewegen, sodass friedensschaffende Kompromisse und Verhandlungen möglich werden.","To end this state of affairs, it is essential to persuade warring parties to adjust their political goals and principles so that peace-building compromises and negotiations become possible.",106,,30. 1.4
"Soziale Gerechtigkeit, Klimanachhaltigkeit und Friedenspolitik müssen zusammengedacht, zusammen entwickelt und umgesetzt werden.","Social justice, climate sustainability and peace policy must be considered, developed and implemented together.",416.2,,31. 1.4
Bewegungen für soziale Gerechtigkeit sowie Klima- und Friedensbewegung müssen daher gestärkt und ihre Vernetzung gefördert werden.,Movements for social justice as well as climate and peace movements must therefore be strengthened and their networking promoted.,606.1,,32. 1.4
"Es gibt zahllose Konflikte in der Welt, die sich zu einem System von Weltneuordnungskriegen zusammenfügen.",There are countless conflicts in the world that are converging into a system of world wars.,106,,33. 1.4
"Die alten Großmächte USA, EU und Japan mischen in diesen Auseinandersetzungen massiv politisch und militärisch mit.","The old superpowers USA, EU and Japan are heavily involved in these conflicts, both politically and militarily.",103.1,,34. 1.4
"Die neuen globalen Player China und Russland, auch Indien, agieren darin mit eigenen imperialen Interessen.","The new global players China and Russia, including India, are acting with their own imperial interests.",103.1,,35. 3.1
Die Gefahr neuer Kriege wächst kontinuierlich.,The danger of new wars is constantly growing.,105,,36. 3.1
"Deutschland ist ein Land, von dem zwei furchtbare Weltkriege ausgingen und das für immer dem Antimilitarismus verpflichtet ist.",Germany is a country from which two terrible world wars started and which is forever committed to anti-militarism.,105,,37. 3.1
"Die Außenpolitik der vergangenen Jahrzehnte war weit davon entfernt, diesem Anspruch gerecht zu werden.",The foreign policy of the past decades was far from living up to this claim.,105,,38. 1.4
Mit der „Zeitenwende“-Aufrüstung und dem Ziel der „Kriegstüchtigkeit“ werden Kriege erleichtert.,"With the ""turnaround"" armament and the goal of ""war capability"", wars are being made easier.",105,,39. 1.4
"Mit der geplanten Stationierung von US-Mittelstreckenraketen in Deutschland wird keine militärische „Fähigkeitslücke“ geschlossen, sondern die Konfrontation zwischen den USA und Russland auf europäischem Boden verschärft.","The planned stationing of US medium-range missiles in Germany will not close a military ""capability gap"", but rather intensify the confrontation between the USA and Russia on European soil.",105,,40. 1.4
Die Risiken tragen vor allem die Menschen in Deutschland und Europa.,The risks are borne primarily by the people of Germany and Europe.,105,,41. 1.4
"Deutschland und die EU tragen durch wirtschaftliche Abhängigkeiten, Waffenexporte und die Unterstützung autoritärer Regime in verschiedenen Teilen der Welt oft selbst zu einer Eskalation von Konflikten bei.","Germany and the EU often contribute to the escalation of conflicts themselves through economic dependencies, arms exports and support for authoritarian regimes in various parts of the world.",105,,42. 1.4
Die Welt wird immer unsicherer.,The world is becoming increasingly insecure.,106,,43. 1.4
"Imperialistische Angriffskriege werden um den Zugang zu den Rohstoffen und Absatzmärkten oder um die regionale Ordnung geführt, so der russische Krieg gegen die Ukraine oder das jahrelange Ringen um Syrien oder der Krieg der Türkei in Nordostsyrien.","Imperialist wars of aggression are being waged for access to raw materials and sales markets or for regional order, such as the Russian war against Ukraine or the years-long struggle over Syria or Turkey's war in north-east Syria.",103.1,,44. 1.4
Sie bedrohen Leib und Leben von Millionen Menschen.,They threaten the life and limb of millions of people.,106,,45. 1.4
Auch der Krieg im Gaza bedroht Hunderttausende Menschen mit dem Tod.,The war in Gaza also threatens hundreds of thousands of people with death.,106,,46. 1.4
"Die Drohungen Putins und die Wahl von Donald Trump zeigen, dass Demokratie",Putin's threats and the election of Donald Trump show that democracy,202.1,,47. 1.4
und Sicherheit auch in der EU großen Herausforderungen ausgesetzt sind.,and security are also facing major challenges in the EU.,104,,48. 1.4
"Wir setzen dagegen auf eine Politik, die internationale Solidarität über Profitinteressen stellt — wie etwa in der ökonomischen Süd-Süd-Zusammenarbeit oder Kubas internationale Arbeit im Gesundheitsbereich.","In contrast, we are committed to a policy that places international solidarity above profit interests - such as in South-South economic cooperation or Cuba's international work in the health sector.",107,,49. 1.4
"Wir stellen uns der Herausforderung, den Frieden zu sichern, ohne kriegerisch zu werden,",We are facing up to the challenge of securing peace without resorting to war;,106,,50. 1.4
wir streiten für eine Stärkung des Völkerrechts,we are fighting to strengthen international law,107,,51. 1.4
"und der Menschenrechte,",and human rights and,201.2,,52. 1.4
um eine weltweite Friedensordnung.,for a global peace order.,106,,53. 1.4
"Militarisierung der Politik brutalisiert die Gesellschaft,","Militarization of politics brutalizes society,",105,,54. 1.4
zerstört die Demokratie von innen,destroys democracy from within,202.1,,55. 1.4
und nutzt nur den Rüstungsriesen und Finanzkonzernen.,and only benefits the arms giants and financial groups.,105,,56. 1.4
"Für den Russland-Ukraine-Krieg heißt das, dass wir eng an der Seite der Menschen in der Ukraine und Russland stehen und uns für massive humanitäre Hilfe ebenso einsetzen","For the Russia-Ukraine war, this means that we stand closely by the people of Ukraine and Russia and are committed to massive humanitarian aid as well",107,,7  
wie für diplomatische Initiativen für einen Waffenstillstand.,as diplomatic initiatives for a ceasefire.,106,,7  
Wir verurteilen den völkerrechtswidrigen Angriff Russlands auf die Ukraine.,"We condemn Russia's attack on Ukraine, which violates international law.",106,,7.3  
"Er muss unverzüglich beendet werden, die russischen Truppen haben in der Ukraine nichts zu suchen.",It must be stopped immediately; Russian troops have no business in Ukraine.,103.1,,7.3  
Wir achten das Selbstverteidigungsrecht der ukrainischen Bevölkerung.,We respect the Ukrainian population's right to self-defense.,104,,7.3  
"Aber wir fordern einen Strategiewechsel: Statt immer mehr Waffenlieferungen braucht es endlich eine gemeinsame Initiative der Bundesregierung und der EU mit China, Brasilien und anderen Staaten des Globalen Südens, um Russland und die Ukraine an den Verhandlungstisch zu bringen.","But we are calling for a change of strategy: instead of more and more arms deliveries, we finally need a joint initiative by the German government and the EU with China, Brazil and other countries of the Global South to bring Russia and Ukraine to the negotiating table.",105,,7.3  
"Gezieltere Sanktionen, die sich nicht gegen die Bevölkerung, sondern gegen Putins Machtapparat und den militärisch-industriellen Komplex und damit gegen die Fähigkeit zur Kriegsführung richten und die im Einklang mit der UN-Charta verhängt werden, können ein wichtiges Druckmittel sein, um einen gerechten Frieden für die Ukraine zu erreichen.","More targeted sanctions, which are not directed against the population but against Putin's power apparatus and the military-industrial complex and thus against the ability to wage war and which are imposed in accordance with the UN Charter, can be an important means of exerting pressure in order to achieve a just peace for Ukraine.",106,,7.3  
"Auch gezielte Sanktionen gegen Personen, die sich direkt oder indirekt an Kriegsverbrechen beteiligt haben, können dabei helfen, diplomatischen Druck aufzubauen.",Targeted sanctions against individuals who have directly or indirectly participated in war crimes can also help to build diplomatic pressure.,106,,7.3  
"Im Krieg in der Ukraine zeigt sich, wie gefährlich die Konfrontation zwischen den geopolitischen Machtblöcken geworden ist.",The war in Ukraine shows how dangerous the confrontation between the geopolitical power blocs has become.,106,,7.1  
Das Machtgefüge der Welt verschiebt sich.,The world's power structure is shifting.,107,,7.2  
"Die Vormachtstellung des Westens, insbesondere der USA, wird durch neue Blöcke wie die BRICS-Staaten infrage gestellt.","The supremacy of the West, especially the USA, is being challenged by new blocs such as the BRICS states.",107,,7.2  
"Dabei versuchen mächtige Akteure, mit allen Mitteln mehr Einfluss zu gewinnen und vorhandenen Einfluss gewaltsam zu verteidigen.",Powerful players are trying to gain more influence by any means necessary and to defend their existing influence by force.,103.1,,7  
"Wir verurteilen dieses Denken und Handeln, in der Ukraine, im Nahen Osten und in allen Krisengebieten der Welt.","We condemn this way of thinking and acting, in Ukraine, in the Middle East and in all crisis regions of the world.",103.1,,7.1
Deutschland spielt in diesem Kontext eine Doppelrolle: Als Akteur innerhalb der NATO treibt es Militarisierung und Konfrontation voran.,"Germany plays a dual role in this context: as an actor within NATO, it promotes militarization and confrontation.",105,,1. 1  
Als wirtschaftliche Macht verstärkt Deutschland soziale Ungleichheit und Abhängigkeiten im Globalen Süden durch seine Handels- und Finanzpolitik.,"As an economic power, Germany reinforces social inequality and dependencies in the Global South through its trade and financial policy.",107,,2. 1.1  
"Diesen Widerspruch gilt es aufzulösen, indem die Politik an den Bedürfnissen der Mehrheit der Weltbevölkerung ausgerichtet wird und nicht an den Interessen der Eliten.",This contradiction must be resolved by aligning policies with the needs of the majority of the world's population and not with the interests of the elites.,107,,3. 1.2  
"Wir wollen, dass die Menschen überall selbstbestimmt, demokratisch und souverän über ihr Zusammenleben entscheiden können.","We want people everywhere to be able to make self-determined, democratic and sovereign decisions about how they live together.",202.1,,4. 1.3  
"Wir begrüßen und unterstützen den Aufbruch des Globalen Südens gegen koloniale Ausbeutung und Kriege, Blockaden und Sanktionen – für radikale Entschuldung,","We welcome and support the awakening of the Global South against colonial exploitation and wars, blockades and sanctions - for radical debt relief,",103.1,,5. 2  
eine gerechte Weltwirtschaftsordnung,a just world economic order,107,,6. 2.1  
und Frieden in allen Ländern.,and peace in all countries.,106,,7. 2.2  
Auch für den Krieg im Nahen Osten gibt es keine militärische Lösung:,There is also no military solution to the war in the Middle East:,105,,8. 1.4  
Niemals darf ein Menschenrechtsverbrechen als Rechtfertigung für ein anderes Menschenrechtsverbrechen herangezogen werden.,one human rights crime must never be used to justify another human rights crime.,201.2,,9. 1.4  
"Der Tod von Zehntausenden Zivilisten, darunter vieler Kinder, die Zerstörung eines Großteils der Infrastruktur und das Aushungern der Bevölkerung haben nichts mit legitimer Selbstverteidigung zu tun.","The deaths of tens of thousands of civilians, including many children, the destruction of a large part of the infrastructure and the starvation of the population have nothing to do with legitimate self-defense.",105,,10. 1.4  
Das Unrecht der Besatzung der palästinensischen Gebiete ist niemals eine Rechtfertigung für den menschenverachtenden Terror der Hamas – und genauso rechtfertigt der 7. Oktober nicht die brutalen Völkerrechtsverbrechen der israelischen Armee in Gaza und im Libanon.,The injustice of the occupation of the Palestinian territories is never a justification for the inhuman terror of Hamas - and neither does October 7 justify the brutal crimes under international law committed by the Israeli army in Gaza and Lebanon.,106,,11. 2.3  
Wir verurteilen das völkerrechtswidrige Vorgehen in Syrien.,We condemn the actions in Syria that violate international law.,106,,12. 1.5  
"Wir unterstützen die Bemühungen des Internationalen Strafgerichtshofs, die Verantwortlichen auf beiden Seiten des Nahostkonflikts zur Verantwortung zu ziehen.",We support the efforts of the International Criminal Court to hold those responsible on both sides of the Middle East conflict to account.,107,,13. 2.4  
Die Linke setzt sich für die Umsetzung der Forderungen des Rechtsgutachtens des internationalen Gerichtshofs zur israelischen Besatzungspolitik ein und fordert ein Ende der Besatzung und des Siedlungsbaus.,The Left is committed to implementing the demands of the International Court of Justice's legal opinion on Israel's occupation policy and calls for an end to the occupation and the construction of settlements.,103.1,,14. 2.5  
"Unser Ziel ist ein sicheres, selbstbestimmtes und gleichberechtigtes Leben der Menschen in Israel und Palästina im Rahmen einer weiterentwickelten, gerechten Zwei-Staaten-Lösung.","Our goal is a secure, self-determined and equal life for the people in Israel and Palestine within the framework of a further developed, just two-state solution.",106,,15. 2.6  
Das Ende der Assad-Diktatur in Syrien ist ein Signal der Hoffnung.,The end of the Assad dictatorship in Syria is a signal of hope.,106,,16. 2.7  
"Die Menschen in Syrien brauchen jetzt demokratische Wahlen,","The people of Syria now need democratic elections, and",202.1,,17. 2.8  
Menschen- und Grundrechte müssen garantiert werden.,human and fundamental rights must be guaranteed.,201.2,,18. 3  
Die Kämpfe zwischen regionalen Milizen müssen enden.,The fighting between regional militias must end.,106,,19. 3.1  
Die Autonomie der kurdischen Gebiete (Rojava) muss gesichert werden.,The autonomy of the Kurdish regions (Rojava) must be secured.,106,,20. 3.2  
EU und NATO müssen Druck auf die türkische Regierung ausüben: Sie darf keinen Bürgerkrieg gegen die kurdischen Gebiete unterstützen.,The EU and NATO must exert pressure on the Turkish government: it must not support a civil war against the Kurdish regions.,106,,21. 4  
"Ziel der Angriffe aus der Türkei ist es, das demokratische Gesellschaftsmodell zu verhindern, das von der Autonomen Administration Nord- und Ostsyriens (AANES) angestrebt wird.",The aim of the attacks from Turkey is to prevent the democratic social model being pursued by the Autonomous Administration of North and East Syria (AANES).,202.1,,22. 4.1  
Dieses Modell basiert auf föderalen Strukturen,This model is based on federal structures,301,,23. 4.2  
"und stellt die Freiheit der Frauen,","and focuses on women's freedom,",503,,24. 4.3  
ökologische Nachhaltigkeit,ecological sustainability,416.2,,25. 4.4  
und Basisdemokratie in den Mittelpunkt.,and grassroots democracy.,202.4,,26. 4.5  
Wir setzen uns entschieden für ein Ende dieser völkerrechtswidrigen Angriffe ein.,We are firmly committed to putting an end to these attacks that violate international law.,106,,27. 5  
Dazu fordern wir: Alle Waffenexporte von Deutschland an die Türkei müssen gestoppt werden.,"To this end, we demand All arms exports from Germany to Turkey must be stopped.",105,,28. 5.1  
"Deutschland muss diplomatische Beziehungen mit der AANES aufnehmen, um friedliche Beziehungen,","Germany must establish diplomatic relations with AANES in order to establish peaceful relations,",106,,29. 5.2  
den Aufbau von Demokratie,the development of democracy,202.1,,30. 6  
und Stabilität in der Region zu unterstützen.,and stability in the region.,107,,31. 6.1  
Wir wollen die weltweite Spirale von Aufrüstung und Konfrontation durchbrechen.,We want to break the global spiral of armament and confrontation.,105,,32. 6.2  
"Das drohende Wettrüsten und die Stationierung von US-Mittelstreckenraketen führen nicht zu mehr, sondern zu weniger Sicherheit für die Menschen in Deutschland, Europa und der ganzen Welt.","The threat of an arms race and the deployment of US medium-range missiles will not lead to more security for people in Germany, Europe and the whole world, but to less.",105,,33. 7  
Von einem Rüstungswettlauf profitieren vor allem die Rüstungskonzerne und ihre Anteilseigner.,The main beneficiaries of an arms race are the arms companies and their shareholders.,105,,34. 7.1  
"Eine Welt, in der das Militär Priorität hat, ist eine Welt, in der die Bedürfnisse der Mehrheit der Menschen systematisch ignoriert werden.",A world in which the military has priority is a world in which the needs of the majority of people are systematically ignored.,105,,35. 7.2  
"Abrüstung ist daher nicht nur eine Frage des Friedens,","Disarmament is therefore not only a question of peace,",106,,36. 8  
sondern auch eine Frage der Demokratie,but also a question of democracy,202.1,,37. 8.1  
und der sozialen Gerechtigkeit.,and social justice.,503,,38. 8.2  
"Dagegen braucht es eine ganz andere, eine friedenspolitische Zeitenwende.","In contrast, we need a completely different turnaround in peace policy.",106,,39. 9
Die Linke strebt eine kooperative Sicherheitspolitik in Europa an.,The left is striving for a cooperative security policy in Europe.,106,,1. 1.1  
"Die NATO, ein Relikt des Kalten Krieges, ist dafür nicht geeignet: Denn sie ist keine Wertegemeinschaft, sondern ein reines Militärbündnis zur Durchsetzung nationaler und wirtschaftlicher Interessen, immer wieder und seit vielen Jahrzehnten auch mit militärischer Gewalt.","NATO, a relic of the Cold War, is not suitable for this: It is not a community of values, but a purely military alliance for the enforcement of national and economic interests, repeatedly and for many decades also with military force.",105,,2. 1.2  
Weder der Afghanistankrieg noch der Irakkrieg noch die weiteren zahlreichen Völkerrechtsbrüche durch NATO-Mitglieder haben Europa sicherer gemacht.,Neither the war in Afghanistan nor the war in Iraq nor the numerous other breaches of international law by NATO members have made Europe safer.,105,,3. 1.3  
"Wir haben dann eine Chance auf eine friedlichere Zukunft in Europa, wenn wir aus Fehlern lernen und uns rückbesinnen auf die Prinzipien der Entspannungspolitik.",We only have a chance of a more peaceful future in Europe if we learn from our mistakes and return to the principles of détente.,106,,4. 2.1  
"Kein Kalter Krieg 2.0, sondern eine OSZE 2.0, das ist unsere Vision eines friedlichen Europas.","No Cold War 2.0, but an OSCE 2.0 - that is our vision of a peaceful Europe.",106,,5. 2.2  
"Unser Ziel ist eine Sicherheitsarchitektur in Europa, die auf den Prinzipien der friedlichen Koexistenz und den Vereinbarungen der KSZE beruht und alle Länder des Kontinents einbezieht.",Our goal is a security architecture in Europe that is based on the principles of peaceful coexistence and the agreements of the CSCE and includes all countries of the continent.,106,,6. 3.1  
Eine solche Sicherheitsarchitektur macht die NATO überflüssig,Such a security architecture makes NATO superfluous,105,,7. 3.2  
und ermöglicht eine Außenpolitik der internationalen Kooperation anstelle von wirtschaftlicher und militärischer Konkurrenz.,and enables a foreign policy of international cooperation instead of economic and military competition.,107,,8. 3.3  
Langfristig soll sie auch Russland und die Türkei miteinbeziehen – Voraussetzung wäre die Beendigung aller Angriffskriege und ein Prozess der Aussöhnung und des Wiederaufbaus.,"In the long term, it should also include Russia and Turkey - the prerequisite would be an end to all wars of aggression and a process of reconciliation and reconstruction.",107,,9. 3.4  
Globale Sicherheit gibt es nur durch eine gerechte Neuordnung der Wirtschafts- und Handelsbeziehungen auf der Welt.,Global security can only be achieved through a fair reorganization of economic and trade relations around the world.,107,,10. 3.5  
Dafür setzen wir uns ein.,We are committed to this.,107,,11. 4.1  
Wir wollen Diplomatie starkmachen,We want to strengthen diplomacy,107,,12. 4.2  
und die EU und Bundesrepublik international wieder glaubwürdig.,and restore international credibility to the EU and Germany.,107,,13. 5.1  
"Denn die fehlende Glaubwürdigkeit, etwa angesichts der Völkerrechtsbrüche von NATO-Verbündeten wie der USA, der Türkei oder Saudi-Arabien, ist selbst ein Sicherheitsrisiko für Europa.","Because the lack of credibility, for example in view of the breaches of international law by NATO allies such as the USA, Turkey or Saudi Arabia, is itself a security risk for Europe.",107,,14. 5.2  
"Eine EU, die nicht mehr Teil der Blockkonfrontation ist, sondern im UN-System glaubwürdig und ohne Doppelstandards für einen Interessenausgleich eintritt, würde auf zivilem Weg ihr politisches Gewicht deutlich erhöhen.","An EU that is no longer part of the bloc confrontation, but instead credibly advocates a balance of interests in the UN system without double standards, would significantly increase its political weight in a civilian way.",107,,15. 5.3  
"Um endlich einen Friedensprozess für die Ukraine zu ermöglichen, muss die Bundesregierung Friedensinitiativen wie die von China und Brasilien endlich aufgreifen und sich aktiv für eine gemeinsame diplomatische Verhandlungsoffensive einsetzen, unterstützt durch gezielte Sanktionen, die nicht gegen die allgemeine Bevölkerung gerichtet sind.","In order to finally facilitate a peace process for Ukraine, the German government must finally take up peace initiatives such as those of China and Brazil and actively support a joint diplomatic negotiation offensive, supported by targeted sanctions that are not directed against the general population.",106,,16. 5.4  
Wir treten für eine regelmäßige Überprüfung der Sanktionspraxis ein.,We advocate a regular review of sanctions practice.,107,,17. 5.5  
Wir lehnen Waffenlieferungen in Kriegs- und Krisengebiete ab.,We reject arms deliveries to war and crisis zones.,105,,18. 6.1  
"Eine internationale Kontaktgruppe soll Verhandlungen vorbereiten, indem sie konkrete Themen bearbeitet und Kompromissvorschläge entwickelt.",An international contact group should prepare negotiations by working on specific issues and developing compromise proposals.,106,,19. 6.2  
Ein Ergebnis des Friedensprozesses müssen belastbare Sicherheitsgarantien sein.,One result of the peace process must be reliable security guarantees.,106,,20. 6.3  
Keine Stationierung von US-Mittelstreckenraketen in Deutschland,No stationing of US medium-range missiles in Germany,105,,21. 7.1  
"und keine weitere Aufrüstung, sondern Abrüstung in Deutschland und Europa.","and no further rearmament, but disarmament in Germany and Europe.",105,,22. 7.2  
Die europäischen NATO-Staaten geben heute schon (kaufkraftbereinigt) sehr viel mehr Geld für das Militär aus als Russland.,The European NATO states already spend much more money (adjusted for purchasing power) on the military than Russia.,105,,23. 7.3  
Sicherheit ist ohne Aufrüstung organisierbar.,Security can be organized without rearmament.,105,,24. 8.1  
Daher sollten diese EU-Staaten den ersten Schritt gehen und eine verbindliche Einladung zu einem kollektiven Abrüstungsprozess aussprechen.,These EU states should therefore take the first step and issue a binding invitation to a collective disarmament process.,105,,25. 8.2  
Politische Konfliktlösung erfordert Deeskalation und ein Ende des Rüstungswettlaufs.,Political conflict resolution requires de-escalation and an end to the arms race.,105,,26. 9.1  
"Sie ist Voraussetzung für die Perspektive einer gemeinsamen Sicherheitsarchitektur unter Einbezug von China, Indien und Russland.","It is a prerequisite for the prospect of a common security architecture involving China, India and Russia.",107,,27. 9.2  
Die Linke stellt sich gemeinsam mit Friedensorganisationen und Friedensinitiativen gegen die beabsichtigte Stationierung von US-Mittelstreckenraketen in Deutschland!,"Together with peace organizations and peace initiatives, Die Linke opposes the planned stationing of US medium-range missiles in Germany!",105,,28. 9.3  
Wir wollen die Bundeswehr aus allen Auslandseinsätzen abziehen.,We want to withdraw the Bundeswehr from all foreign missions.,105,,29. 9.4  
"Wir wollen, dass sie zu einer strukturell nicht angriffsfähigen Verteidigungsarmee umgebaut wird.",We want it to be transformed into a structurally non-combatant defense army.,105,,30. 9.5  
Wir wollen die nukleare Teilhabe der Bundesrepublik beenden.,We want to end Germany's nuclear sharing.,105,,31. 10.1  
Alle US-Atomwaffen müssen aus Deutschland abgezogen werden.,All US nuclear weapons must be withdrawn from Germany.,105,,32. 10.2  
Die Bundesrepublik muss dem Beispiel vieler Staaten folgen und dem UN-Atomwaffenverbotsvertrag beitreten.,Germany must follow the example of many countries and join the UN Treaty on the Prohibition of Nuclear Weapons.,105,,33. 10.3  
Vor dem Hintergrund der hierzulande in politischen und militärischen Kreisen ganz offen geführten Diskussion über den Bau einer eigenen deutschen oder europäischen Atombombe wollen wir die Urananreicherungsanlage in Gronau umgehend stilllegen.,"Against the background of the open discussion in political and military circles in Germany about building a German or European nuclear bomb, we want to shut down the uranium enrichment plant in Gronau immediately.",105,,34. 10.4  
Mit ihrer Zentrifugentechnik könnte sie auch das Material für eine Uran-Atomwaffe produzieren.,"With its centrifuge technology, it could also produce the material for a uranium nuclear weapon.",105,,35. 10.5  
"Sie könnte dafür genutzt werden, dass die EU und Deutschland nach der Atombombe greifen.",It could be used by the EU and Germany to reach for the atomic bomb.,105,,36. 11.1  
"Wir fordern diplomatischen Initiativen, die auf einen sofortigen Waffenstillstand und einen nachhaltigen Friedensprozess in Israel und Palästina drängen.",We call for diplomatic initiatives that push for an immediate ceasefire and a sustainable peace process in Israel and Palestine.,106,,37. 11.2  
"Wir fordern eine Beendigung der deutschen Waffenexporte nach Israel,","We demand an end to German arms exports to Israel,",105,,38. 11.3  
die Anerkennung Palästinas als eigener Staat in den Grenzen von 1967,the recognition of Palestine as a separate state within the 1967 borders,106,,39. 11.4  
"und politischen Druck der Bundesregierung auf die Staaten der Region, Israel als Staat anzuerkennen.",and political pressure from the German government on the states in the region to recognize Israel as a state.,101,,40. 11.5  
Deutschland muss die Bemühungen des Internationalen Strafgerichtshofs (ICC) zur juristischen Aufarbeitung und Verfolgung der Verbrechen im Kontext des Nahostkriegs seinen Verpflichtungen als Vertragspartner gemäß unterstützen.,Germany must support the efforts of the International Criminal Court (ICC) to legally investigate and prosecute the crimes committed in the context of the Middle East war in accordance with its obligations as a treaty partner.,107,,41. 12.1  
