text,text_en,cmp_code,eu_code,annotations
"Um dies alles umzusetzen, braucht es mehr Unterstützung für die Zivilgesellschaft, insbesondere in ländlichen Räumen.","In order to implement all of this, we need more support for civil society, especially in rural areas.",606.1,,21. 4.4  
"Denn der Erfolg des Aktionsprogramms zeigt: Die Menschen, die Kommunen und viele Unternehmen wollen mehr Natur - es sind die Engagierten und Organisationen vor Ort, die sehr oft als Motor des Natur- und Artenschutzes agieren.","Because the success of the action program shows: People, municipalities and many companies want more nature - it is the committed people and organizations on the ground that very often act as the driving force behind nature and species conservation.",501,,22. 7.1  
Deshalb braucht es für einen funktionierenden Umwelt- und Naturschutz ein starkes Verbandsklagerecht.,That is why a strong right of action for associations is needed for environmental and nature conservation to function.,501,,23. 7.2  
"Die Staatengemeinschaft hat vor zwei Jahren in Montreal eine globale Vereinbarung für den Schutz der Natur und Artenvielfalt mit ambitionierten Zielen beschlossen - das ist auch für uns ein klarer Auftrag, für den Erhalt und die Wiederherstellung intakter Ökosysteme zu arbeiten.","Two years ago in Montreal, the international community adopted a global agreement for the protection of nature and biodiversity with ambitious goals - this is also a clear mandate for us to work towards the preservation and restoration of intact ecosystems.",501,,24. 7.3  
Wir setzen uns für eine schnelle Umsetzung des vereinbarten Ziels von 30 Prozent effektivem Schutz der Land- und Meeresfläche bis 2030 ein.,We are committed to the rapid implementation of the agreed target of 30 percent effective protection of land and marine areas by 2030.,501,,25. 5.4  
Mit einer verbindlichen Nationalen Biodiversitätsstrategie und einem Biodiversitätsgesetz werden wir diese Ziele national verwirklichen.,"With a binding National Biodiversity Strategy and a Biodiversity Act, we will achieve these goals at national level.",501,,26. 5.5  
Bei unvermeidbaren Eingriffen setzen wir dabei weiterhin auf den Vorrang des Ausgleichs in Form von konkreten Naturschutzprojekten in der Fläche.,"In the case of unavoidable interventions, we will continue to give priority to compensation in the form of specific nature conservation projects in the area.",501,,27. 5.6  
"Wir können nur das schützen und schätzen, was wir kennen.",We can only protect and value what we know.,501,,28. 4.5  
"Umweltbildung ist lebenslanges Lernen und findet durch eigene Erfahrungen und Erlebnisse in der Natur, Bildung, an Lernorten, in Kita und Schule sowie zu Hause statt.","Environmental education is lifelong learning and takes place through personal experiences and adventures in nature, education, at places of learning, in nurseries and schools and at home.",501,,29. 8.1  
Das wollen wir fördern.,We want to promote this.,501,,30. 8.2  
Unsere Kulturlandschaft ist Lebensraum vieler gefährdeter Arten - wir wollen Landnutzung und Naturschutz in Einklang bringen.,Our cultural landscape is the habitat of many endangered species - we want to reconcile land use and nature conservation.,501,,31. 8.3  
"Dort, wo Artenschutz wirkt, treten bei wenigen Tierarten auch Konflikte auf.","Where species protection is effective, conflicts also arise for a few animal species.",501,,32. 1.5  
"Wir schaffen die Balance zwischen pragmatischen Lösungen vor Ort wie zum Beispiel schnelleren und unkomplizierteren Abschüssen von Wölfen in problematischen Ausnahmefällen, Koexistenzmaßnahmen wie Herdenschutz, unbürokratischen Entschädigungen und den Anforderungen des Naturschutzes.","We strike a balance between pragmatic solutions on the ground, such as faster and less complicated shooting of wolves in problematic exceptional cases, coexistence measures such as herd protection, unbureaucratic compensation and the requirements of nature conservation.",703.1,,33. 9.1  
Das für die Biodiversität wichtige EU- Naturschutzrecht mit seinem Gebiets- und Artenschutz werden wir dabei erhalten und konsequent umsetzen.,"We will maintain and consistently implement EU nature conservation law, which is important for biodiversity, with its protection of areas and species.",501,,34. 9.2  
Geschützte Arten wie der Wolf gehören nicht ins Jagdrecht.,Protected species such as the wolf do not belong in hunting law.,501,,35. 5.7  
Das ist auch ein Beitrag zur Bürokratievermeidung.,This is also a contribution to avoiding bureaucracy.,303,,36. 9.3  
Bei Eingriffen in die Natur müssen nicht verantwortbare Risiken wie die Gefährdung oder gar Ausrottung ganzer Populationen oder Arten etwa mittels gentechnischer Methoden (Gene Drives) ausgeschlossen werden.,"When intervening in nature, unjustifiable risks such as the endangerment or even extinction of entire populations or species by means of genetic engineering methods (gene drives) must be ruled out.",501,,37. 9.4  
Unsere Wälder sind wichtig für die Artenvielfalt und Verbündete beim Klimaschutz.,Our forests are important for biodiversity and allies in climate protection.,501,,38. 10.1  
"Gleichzeitig dienen sie als Erholungsräume für die Gesundheit des Menschen,","At the same time, they serve as recreational areas for human health,",501,,39. 1.6  
als Orte der Wildnisentwicklung,as places for wilderness development,501,,40. 2.3  
und Grundlage für die forstwirtschaftliche Nutzung.,and as a basis for forestry use.,703.1,,41. 2.4  
Aber wir erleben ein zweites Waldsterben.,But we are experiencing a second forest dieback.,501,,42. 2.5  
"Die Klimakrise hat in Verbindung mit dem großflächigen Nadelholzanbau, mit Trockenheit und Schädlingsbefall dazu geführt, dass Wälder inzwischen weniger CO2 speichern als erwartet.","The climate crisis, in conjunction with large-scale conifer cultivation, drought and pest infestation, has meant that forests now store less CO2 than expected.",501,,43. 1.7  
Wir werden deshalb naturnahe und strukturreiche Wälder mit heimischen und standortgerechten Baumarten erhalten und entwickeln.,We will therefore preserve and develop near-natural and structurally rich forests with native and site-appropriate tree species.,501,,44. 1.8  
"Um das Ökosystem Wald zu erhalten, setzen wir auf ein modernes Bundeswaldgesetz, das eine möglichst natürliche Entwicklung zu widerstandsfähigeren und artenreichen Mischwäldern vorsieht.","In order to preserve the forest ecosystem, we are relying on a modern Federal Forest Act that provides for the most natural development possible towards more resilient and species-rich mixed forests.",501,,45. 4.6  
"Wir unterstützen die Waldbesitzenden und stärken die Forstbehörden für ein Waldmanagement, das den Anforderungen von Natur-, Klima- und Tierschutz gerecht wird.","We support forest owners and strengthen the forestry authorities for forest management that meets the requirements of nature, climate and animal protection.",501,,46. 4.7  
"Damit eine natürliche Waldverjüngung auf der gesamten Waldfläche möglich wird, ist ein differenziertes Wildtiermanagement notwendig.",Differentiated wildlife management is necessary to enable natural forest regeneration across the entire forest area.,501,,47. 4.8  
Für eine nachhaltige Holznutzung setzen wir auf eine Weiterentwicklung der holzverarbeitenden Wirtschaft hin zu langlebigen Produkten.,"For the sustainable use of wood, we rely on the further development of the wood processing industry towards durable products.",416.2,,48. 4.9  
Dafür fördern wir die Holz- und Waldforschung.,"To this end, we promote wood and forest research.",416.2,,49. 4.10  
Für eine gesunde Umwelt,For a healthy environment,H,,50. 4.11
Die zunehmende Verschmutzung und Vermüllung ist neben der Klima- und Biodiversitätskrise die dritte große Herausforderung für den Schutz unserer natürlichen Lebensgrundlagen.,"Alongside the climate and biodiversity crisis, increasing pollution and littering is the third major challenge for the protection of our natural resources.",501,,1. 1
"Mit intakten Böden, frischer Luft und Rückzugsorten, an denen man auch mal seine Ruhe genießen kann, sorgen wir für mehr Lebensqualität.","With intact soils, fresh air and retreats where you can enjoy some peace and quiet, we can ensure a better quality of life.",501,,2. 1.1
Ob dreckige Luft oder Lärm - im Luftkurort genauso wie an der viel befahrenen Straße in der Stadt: Wir wollen die Leitlinien der Weltgesundheitsorganisation (WHO) zum gesetzlichen Maßstab für ein gesundes Leben in Deutschland und Europa machen.,Whether it's dirty air or noise - in a climatic health resort or on a busy city street: we want to make the guidelines of the World Health Organization (WHO) the legal benchmark for a healthy life in Germany and Europe.,501,,3. 1.2
Durch einen stärker vorsorgenden Ansatz und ein neues Bodenschutzgesetz bringen wir den Schutz unserer Böden ins 21. Jahrhundert.,"Through a more precautionary approach and a new Soil Protection Act, we are bringing the protection of our soils into the 21st century.",501,,4. 1.3
"Dies bedeutet weniger giftige Stoffeinträge in den Boden, weniger Pestizideinsatz - inklusive eines Komplettverzichts auf besonders schädliche Substanzen wie Glyphosat und Neonikotinoide - und einen insgesamt schonenden Umgang aller mit der Ressource Boden.","This means fewer toxic substances entering the soil, less use of pesticides - including a complete ban on particularly harmful substances such as glyphosate and neonicotinoids - and an overall careful use of soil as a resource by everyone.",501,,5. 1.4
So erhalten wir die Leistungsfähigkeit unserer Böden und entfesseln ihre Kraft.,This is how we maintain the performance of our soils and unleash their power.,501,,6. 1.4.1
"Unser Ziel ist es, den Verpackungsmüll wirksam zu reduzieren",Our aim is to effectively reduce packaging waste,416.2,,7. 1.4.2
und die Vermüllung von Landschaft und Gewässern zu stoppen.,and stop the littering of landscapes and waterways.,501,,8. 1.5
Kunststoffhersteller werden wir stärker an den Umweltkosten ihrer Produkte beteiligen.,We will involve plastic manufacturers more in the environmental costs of their products.,403,,9. 1.5.1
Spätestens ab 2045 soll kein vermeidbarer Verpackungsmüll mehr anfallen.,"By 2045 at the latest, there should be no more avoidable packaging waste.",416.2,,10. 1.5.2
Private Feuerwerke stellen zunehmend eine unzumutbare Belastung für unsere Kommunen dar.,Private fireworks displays are increasingly placing an unreasonable burden on our municipalities.,501,,11. 1.5.3
Auch kommt es zu häufig zur missbräuchlichen Verwendung.,They are also too often misused.,605.1,,12. 1.6
"Daher wollen wir private Feuerwerke reduzieren, um die Auswirkungen auf Menschen, Tiere und Umwelt möglichst gering zu halten: Wir stärken Städte und Gemeinden bei der Einschränkung von Feuerwerk und schaffen Rechtssicherheit bei der Aussprache von Verbotszonen für alle Kategorien von Feuerwerk.","We therefore want to reduce private fireworks displays in order to minimize the impact on people, animals and the environment: We strengthen cities and municipalities in restricting fireworks and create legal certainty in the pronouncement of prohibition zones for all categories of fireworks.",501,,13. 1.6.1
Grundsätzlich halten wir ein ganzjähriges Verkaufsverbot für den Privatgebrauch für geboten und setzen uns für eine bundesweite Umsetzung ein.,"In principle, we consider a year-round ban on the sale of fireworks for private use to be necessary and are committed to implementing this nationwide.",501,,14. 1.6.2
Bei der Reform des europäischen Instruments für die Sicherheit von Chemikalien (REACH-Regelung) wollen wir schneller vorankommen und das erreichte Schutzniveau aufrechterhalten.,We want to make faster progress with the reform of the European instrument for the safety of chemicals (REACH regulation) and maintain the level of protection achieved.,501,,15. 1.6.3
"Wir unterstützen einen Ansatz, der die Wechselwirkungen der Chemikalien berücksichtigt und die Risiken für Umwelt und Mensch im Fokus hat.",We support an approach that takes into account the interactions of chemicals and focuses on the risks to the environment and humans.,501,,16. 1.7
Daher braucht es gerade für naturfremde Stoffe eine fundierte Prüfung und wachsame Zulassungsverfahren sowie die strikte Anwendung des Verursacherprinzips im Abwasser- und Abfallmanagement.,"This is why we need in-depth testing and vigilant authorization procedures, especially for non-natural substances, as well as strict application of the polluter pays principle in wastewater and waste management.",501,,17. 1.7.1
Wichtig sind uns dabei die Beschleunigung der Verfahren,The acceleration of procedures is important to us,303,,18. 1.7.2
und die Verbesserung der Sanktionsmöglichkeiten.,and improving the possibilities for sanctions,605.1,,19. 1.7.3
"Stoffe, die Menschen und Ökosysteme dauerhaft schädigen, wie die sogenannten Ewigkeitschemikalien nehmen wir besonders in den Blick.","We pay particular attention to substances that cause lasting damage to people and ecosystems, such as perpetual chemicals.",501,,20. 1.7.4
"Wir setzen uns für ein differenziertes Vorgehen ein - mit dem Ziel, nach und nach ganz aus ihrer Verwendung auszusteigen.",We advocate a differentiated approach - with the aim of gradually phasing out their use completely.,501,,21. 1.7.5
"Überall dort, wo sie nicht in kritischen Anwendungen sind oder gut ersetzt werden können, wollen wir ihre Verwendung zuerst rasch beenden.","Wherever they are not in critical applications or can be easily replaced, we want to phase them out quickly first.",501,,22. 1.7.6
"Wir haben aber gleichzeitig im Blick, dass wir kritische Anwendungen und die Produktion wichtiger Zukunftstechnologien wie Elektrolyseure oder elektrische Antriebe nicht gefährden, da noch nicht immer Alternativen verfügbar sind.","At the same time, however, we must ensure that we do not jeopardize critical applications and the production of important future technologies such as electrolysers or electric drives, as alternatives are not always available.",411,,23. 1.7.7
"Wir setzen uns für klare, sachgerechte Fristen für die Substitution ein.","We are committed to clear, appropriate deadlines for substitution.",403,,24. 1.7.8
Dabei orientieren wir uns am neuesten Stand der wissenschaftlichen Erkenntnisse.,"In doing so, we are guided by the latest scientific findings.",411,,25. 1.7.9
"Zudem fordern wir, dass in der Übergangsphase Einträge in die Umwelt auf ein absolutes Minimum reduziert werden.",We are also calling for emissions into the environment to be reduced to an absolute minimum during the transition phase.,501,,26. 1.7.10
"Wir wollen durch Anreize und eine Forschungsoffensive umweltfreundliche Alternativen fördern, damit diese schnell marktreif werden.",We want to promote environmentally friendly alternatives through incentives and a research offensive so that they quickly reach market maturity.,501,,27. 1.7.11
Für die Folgen der Verschmutzung von Wasser sollen die Verschmutzer aufkommen.,Polluters should pay for the consequences of water pollution.,501,,28. 1.7.12
Dafür wollen wir die Hersteller von wassergefährdenden Stoffen stärker in die Verantwortung nehmen.,"To this end, we want to make the manufacturers of water-polluting substances more responsible.",501,,29. 1.8
Der Eutrophierung und der Vermüllung von Flüssen und Meeren wollen wir durch Abwassermanagement entgegentreten sowie Nährstoffeinträge reduzieren.,We want to counteract the eutrophication and littering of rivers and oceans through wastewater management and reduce nutrient inputs.,501,,30. 1.8.1
Besonders gefährliche und schlecht abbaubare Schadstoffe dürfen nicht mehr in den Wasserkreislauf gelangen.,Particularly hazardous and poorly degradable pollutants must no longer be allowed to enter the water cycle.,501,,31. 1.9
Die Verhandlungen für ein internationales Plastikabkommen wollen wir mit verbindlichen Maßnahmen zur Verringerung der Herstellung von Plastik erfolgreich abschließen.,We want to successfully conclude the negotiations for an international plastics agreement with binding measures to reduce the production of plastic.,501,,32. 1.9.1
Unser Ziel ist eine Welt ohne Plastikverschmutzung.,Our goal is a world without plastic pollution.,501,,33. 1.10
"Wir wollen Technik fördern, die ein umweltverträgliches Abfischen von Müll aus dem Meer ermöglicht.",We want to promote technology that enables waste to be fished out of the sea in an environmentally friendly way.,501,,34. 1.10.1
Mit dem Sofortprogramm zur Munitionsbergung in Nord- und Ostsee ist uns ein Meilenstein zum Schutz unserer Meere vor giftigen Kriegsaltlasten gelungen.,"With the immediate action program for munitions recovery in the North Sea and Baltic Sea, we have achieved a milestone in protecting our seas from the toxic legacy of war.",501,,35. 1.10.2
"Wir werden die kontinuierliche Fortführung der Bergungsarbeiten sicherstellen, damit die Munition bis Mitte des Jahrhunderts aus unseren Meeren geborgen ist.",We will ensure that the salvage work continues so that the munitions are removed from our seas by the middle of the century.,501,,36. 1.11
Wir wollen den Rechtsrahmen auch im Umweltrecht stärken.,We also want to strengthen the legal framework in environmental law.,501,,37. 1.11.1
Zur Verfolgung von Umweltverbrechen setzen wir uns ein für die konsequente Umsetzung der neuen EU- Umweltstrafrechtsrichtlinie in Deutschland sowie für die Ächtung von schwersten Umweltverbrechen im Rahmen der Ergänzung des Römischen Statuts des Internationalen Strafgerichtshofs.,"To prosecute environmental crimes, we are committed to the consistent implementation of the new EU Environmental Crime Directive in Germany and to outlawing the most serious environmental crimes as part of the amendment to the Rome Statute of the International Criminal Court.",605.1,,38. 1.12
Für sauberes Wasser und lebendige Meere,For clean water and living seas,H,,39. 1.12.1
"Sauberes Wasser ist zentral für unsere Gesundheit, unsere Lebensqualität und das Funktionieren unserer Ökosysteme.","Clean water is central to our health, our quality of life and the functioning of our ecosystems.",501,,1. ENV-01  
Verschmutzung und die Klimakrise bedrohen unsere Wasserressourcen.,Pollution and the climate crisis are threatening our water resources.,501,,2. ENV-01  
"Wir sorgen dafür, dass wir weiterhin sauberes Trinkwasser haben,","We ensure that we continue to have clean drinking water,",501,,3. ENV-02  
dass die Landwirtschaft versorgt wird,that agriculture is supplied,703.1,,4. ENV-01  
"und unsere Flüsse, Seen und Meere intakt bleiben.","and that our rivers, lakes and seas remain intact.",501,,5. AGR-01  
"Wir stehen zur EU-Wasserrahmenrichtlinie und setzen sie gemeinsam mit den Ländern konsequent um, um den guten Gewässerzustand zu erreichen.",We are committed to the EU Water Framework Directive and are consistently implementing it together with the federal states in order to achieve good water status.,501,,6. ENV-01  
"Mit der Nationalen Wasserstrategie haben wir einen Masterplan vorgelegt, wie wir diese Ziele erreichen.","With the National Water Strategy, we have presented a master plan on how to achieve these goals.",501,,7. GOV-01  
"Wir wollen die finanziellen und personellen Bedingungen schaffen, damit wir sie - gemeinsam mit den Ländern, aber auch über unsere Landesgrenzen hinaus - effektiv umsetzen können.","We want to create the financial and personnel conditions to enable us to implement them effectively - together with the federal states, but also beyond our national borders.",501,,8. GOV-01  
"Um das ökologische Gleichgewicht in unseren Flüssen besser zu schützen, braucht es eine gleichberechtigte Zuständigkeit von Wasserstraßenmanagement und Naturschutz.","In order to better protect the ecological balance in our rivers, waterway management and nature conservation need equal responsibility.",501,,9. GOV-02  
Wir wollen den natürlichen Wasserhaushalt wiederherstellen.,We want to restore the natural water balance.,501,,10. ENV-03  
"Dafür wollen wir Städte und Landschaften so nutzen und gestalten, dass sie Wasser aufnehmen, speichern und bei Bedarf wieder abgeben können.","To achieve this, we want to use and design cities and landscapes in such a way that they can absorb and store water and release it again when required.",501,,11. ENV-01  
Insbesondere wollen wir die Wasserrückhaltefähigkeit von landwirtschaftlichen Flächen und Forsten spürbar verbessern.,"In particular, we want to noticeably improve the water retention capacity of agricultural land and forests.",501,,12. ENV-01  
"Durch faire Entgelte, besonders für intensive Nutzer, wollen wir die Nutzung lenken und dafür sorgen, dass Wassersparen noch stärker zur Selbstverständlichkeit wird.","Through fair charges, especially for intensive users, we want to steer usage and ensure that saving water becomes even more of a matter of course.",416.2,,13. AGR-01  
Die verletzlichen Ökosysteme unserer Meere brauchen besonderen Schutz.,The vulnerable ecosystems of our oceans need special protection.,501,,14. ECON-01  
"Deshalb setzen wir uns für ein weltweites Moratorium beim Tiefseebergbau, eine ambitionierte Umsetzung des internationalen Hochseeabkommens und Schutzgebiete in der Antarktis ein.","That is why we are campaigning for a global moratorium on deep sea mining, an ambitious implementation of the International Convention on the High Seas and protected areas in the Antarctic.",501,,15. ENV-01  
"Auch in Nord- und Ostsee werden wir substanzielle Beiträge zum weltweiten Ziel leisten, ein Drittel der Meere unter wirksamen Schutz zu stellen.",We will also make substantial contributions to the global goal of placing one third of the oceans under effective protection in the North Sea and Baltic Sea.,501,,16. ENV-04  
Wir entwickeln eine ambitionierte Meeresstrategie,We are developing an ambitious marine strategy,501,,17. ENV-04  
und schaffen echte Rückzugsgebiete für Fischschwärme und Meeressäuger.,and creating real refuges for schools of fish and marine mammals.,501,,18. ENV-04  
In mindestens einem Zehntel der deutschen Nord- und Ostsee soll die Natur völlig unberührt bleiben.,Nature should remain completely untouched in at least one tenth of the German North Sea and Baltic Sea.,501,,19. ENV-04  
"Damit sich die Meeresnatur erholen kann, während neue Schutzregeln auch in den übrigen Gewässern das Leben im Meer bewahren.","To allow marine nature to recover, new protection rules will also preserve marine life in the remaining waters.",501,,20. ENV-04  
"Die Fischerei wollen wir auf dem Weg in eine nachhaltige Zukunft unterstützen, unter anderem durch umwelt- und naturverträgliche Fangtechniken, wirksame Schongebiete, alternative Einkommensmöglichkeiten und eine bessere regionale Wertschöpfung.","We want to support fisheries on the path to a sustainable future, including through environmentally and nature-friendly fishing techniques, effective protected areas, alternative income opportunities and better regional value creation.",416.2,,21. ENV-04  
"Dabei wollen wir den Einsatz öffentlicher Gelder auf umweltverträgliche Nutzung konzentrieren, die dem Erreichen globaler und europäischer Nachhaltigkeitsziele dient.","In doing so, we want to focus the use of public funds on environmentally compatible use that serves to achieve global and European sustainability goals.",416.2,,22. AGR-02  
Wir schreiben einen Fahrplan für den Ausstieg aus der Ölförderung in deutschen Gewässern und der Gasförderung in Deutschland bis 2035.,We are drawing up a roadmap for phasing out oil production in German waters and gas production in Germany by 2035,416.2,,23. ECON-02  
"Darüber hinaus setzen wir uns dafür ein, dass Schifffahrtsrouten - insbesondere an nahen Schutzgebieten - auf den Prüfstand gestellt,","We are also committed to ensuring that shipping routes - especially those close to protected areas - are put to the test,",416.2,,24. ENE-01  
"schädliche Einleitungen gestoppt,","stopping harmful discharges,",501,,25. ENV-05  
die Klärwerke an Nord- und Ostsee ertüchtigt,upgrading sewage treatment plants on the North and Baltic Seas,501,,26. ENV-05  
und gezielte Programme zum Schutz vor Plastikvermüllung aufgelegt werden.,and launching targeted programs to protect against plastic pollution.,501,,27. ENV-05  
Ein angemessener Anteil der öffentlichen Einnahmen aus dem Verkauf von Meeresflächen für Windkraftanlagen soll auch künftig direkt in den Meeresschutz und die Entwicklung einer natur- und klimaverträglichen Fischerei fließen - so verbinden wir umweltfreundliche Stromerzeugung mit dem Schutz der Meere.,An appropriate share of public revenue from the sale of marine areas for wind turbines should continue to flow directly into marine protection and the development of nature and climate-friendly fisheries in the future - this is how we combine environmentally friendly power generation with marine protection.,501,,28. ENV-05  
Wir fühlen uns dem Schutz des Wattenmeers besonders verpflichtet.,We are particularly committed to protecting the Wadden Sea.,501,,29. ECON-03  
Das Wattenmeer ist eines der bioproduktivsten Ökosysteme weltweit.,The Wadden Sea is one of the most bioproductive ecosystems in the world.,501,,30. ENV-01  
"Es ist nicht nur Lebensraum für Schweinswale und Robben, sondern auch eine unersetzliche Nahrungsquelle für zahlreiche Zugvögel und Fischpopulationen.","It is not only a habitat for porpoises and seals, but also an irreplaceable source of food for numerous migratory birds and fish populations.",501,,31. ENV-01  
Dieser Schatz der Natur darf durch Gasbohrungen um Borkum nicht zerstört werden.,This natural treasure must not be destroyed by gas drilling around Borkum.,501,,32. ENV-01  
Die Meeres- und Polarforschung liefert dafür wichtige Beiträge.,Marine and polar research makes an important contribution to this.,501,,33. ENE-02  
Wir sorgen für die notwendigen Investitionen,We provide the necessary investment,501,,34. RES-01  
und setzen auf europäische Kooperationen.,and rely on European cooperation.,108,,35. ECON-04  
Eine zukunftsfeste Ernährung und Landwirtschaft,Sustainable food and agriculture,H,,36. GOV-03
Für starke Landwirtinnen und Landwirte,For strong farmers,H,,1. 1  
"Um die Ernährungssicherheit langfristig zu gewährleisten, braucht es krisenfeste Betriebe, die sich auf die Veränderungen einstellen können und ein verlässlicher Partner beim Schutz der natürlichen Grundlagen sind.","In order to guarantee food security in the long term, we need crisis-proof farms that can adapt to changes and are a reliable partner in protecting natural resources.",703.1,,2. 1.1  
"Auf dem Weg zu einer zukunftsfesten und klimafreundlichen Landwirtschaft setzen wir auf den Einsatz, den Unternehmergeist und das Wissen der Landwirt*innen, gerade auch Frauen, Jung-landwirt*innen und Neueinsteiger*innen wollen wir dabei besser unterstützen.","On the way to a future-proof and climate-friendly agriculture, we rely on the commitment, entrepreneurial spirit and knowledge of farmers, and we want to provide better support for women, young farmers and newcomers in particular.",703.1,,3. 1.1  
"Erste Weichen konnten wir in dieser Wahlperiode stellen, dennoch gibt es viel zu tun.","We have been able to set the initial course in this legislative period, but there is still a lot to do.",703.1,,4. 1  
"Die Landwirtschaft bekommt große finanzielle Unterstützung, insbesondere die Gelder aus der Gemeinsamen Agrarpolitik (GAP).","Agriculture receives a great deal of financial support, especially from the Common Agricultural Policy (CAP).",703.1,,5. 1.2  
Sie muss die finanzielle Basis für den Schutz der natürlichen Grundlagen werden.,It must become the financial basis for the protection of natural resources.,501,,6. 1.2  
Für die anstehende Neugestaltung ab 2027 gilt für uns: öffentliche Gelder für öffentliche Leistungen.,"For the upcoming reorganization from 2027, our motto is: public money for public services.",703.1,,7. 1.2  
Die Wettbewerbsposition von Landwirt*innen gegenüber anderen Akteuren der Wertschöpfungskette soll gestärkt werden.,The competitive position of farmers vis-à-vis other players in the value chain should be strengthened.,703.1,,8. 1.3  
Deswegen führen wir das Gebot des Kaufs zu kostendeckenden Preisen entlang der gesamten Lebensmittelkette ein und verankern verbindliche schriftliche Verträge im Agrarorganisationen- und Lieferkettengesetz.,That is why we are introducing the requirement to purchase at cost-covering prices along the entire food chain and anchoring binding written contracts in the Agricultural Organizations and Supply Chain Act.,703.1,,9. 1.3  
"Wir wollen eine kartellrechtliche Prüfung, um auch im oligopolen Lebensmittelhandel faire Erzeugerpreise und Wettbewerb zu sichern.",We want an antitrust review to ensure fair producer prices and competition even in the oligopolistic food trade.,403,,10. 1.3  
In Landwirtschaft und Fleischindustrie - gerade in der Saisonarbeit - gibt es noch viele prekäre Beschäftigungsverhältnisse.,In agriculture and the meat industry - especially in seasonal work - there are still many precarious employment relationships.,701,,11. 1.4  
"Hier gilt es, guten Arbeits-, Gesundheits- und Sozialversicherungsschutz sicherzustellen.","The aim here is to ensure good employment, health and social security protection.",701,,12. 1.4  
Die Hoheit über die von der Agrarindustrie erfassten Betriebsdaten muss bei den landwirtschaftlichen Betrieben verbleiben.,Sovereignty over the operating data collected by the agricultural industry must remain with the farms.,703.1,,13. 1.5  
Die Wiedervernässung von Mooren ist ein wichtiger Beitrag zum Biodiversitäts- und Klimaschutz.,The rewetting of moors is an important contribution to biodiversity and climate protection.,501,,14. 1.6  
Wir unterstützen Landwirt*innen beim Übergang auf nasse Bewirtschaftung,We support farmers in the transition to wet farming,703.1,,15. 1.6  
"und werden die Rahmenbedingungen so gestalten, dass Genehmigungsverfahren für den Umstieg einfacher und schneller funktionieren",and will shape the framework conditions in such a way that approval procedures for the changeover are simpler and faster,703.1,,16. 1.6  
und landwirtschaftliche Flächen durch die Wiedervernässung an wirtschaftlicher Attraktivität gewinnen.,and agricultural land becomes more economically attractive through rewetting.,703.1,,17. 1.6  
"Für die Tierhalter in Deutschland braucht es eine Antwort auf die veränderten Konsumgewohnheiten aus tierethischen, gesundheits-, umwelt- und klimapolitischen Gründen.","Livestock farmers in Germany need a response to changing consumer habits for reasons of animal ethics, health, environmental and climate policy.",703.1,,18. 1.7  
Bei stetig sinkendem Fleischkonsum sind industrielle Tierhaltung und Billigexporte keine langfristig tragfähigen Konzepte.,"With meat consumption steadily declining, industrial livestock farming and cheap exports are not sustainable concepts in the long term.",703.2,,19. 1.7  
Zukunftsfähig ist dagegen sowohl im Sinne der Unternehmen,"What is sustainable, on the other hand, is in the interests of both companies",703.1,,20. 1.7  
als auch der Tiere: weniger Tiere besser halten.,and animals: keeping fewer animals better.,501,,21. 1.7  
Tiere brauchen mehr Bewegungsfreiheit.,Animals need more freedom of movement.,501,,22. 1.7  
Wir haben den Umbau der Ställe für Schweine hin zu einer tiergerechteren Haltung so stark gefördert wie keine Bundesregierung zuvor.,We have promoted the conversion of pig stalls to more animal-friendly husbandry more than any previous German government.,501,,23. 1.7  
"Wir setzen uns dafür ein, dass es auch in der nächsten Legislatur dafür ausreichend Mittel gibt, um die Lebensbedingungen für alle Tiere zu verbessern und die Haltung den Bedürfnissen der Tiere anzupassen.",We are committed to ensuring that there is also sufficient funding for this in the next legislative period in order to improve the living conditions for all animals and adapt husbandry to their needs.,501,,24. 1.7  
"Weidehaltung auf extensivem, artenreichem Dauergrünland hat sowohl positive Biodiversitäts- wie auch Klimaeffekte.","Grazing on extensive, species-rich permanent grassland has positive effects on both biodiversity and the climate.",501,,25. 1.8  
Das wollen wir ebenso fördern,We want to promote this as well,703.1,,26. 1.8  
"wie die Wiedereinführung robuster Rassen, die mit dieser Haltungsform gut zurechtkommen.",as the reintroduction of robust breeds that cope well with this form of husbandry.,703.1,,27. 1.8  
Wir haben die Haltungskennzeichnung für Schweinefleisch eingeführt und ermöglichen Verbraucherinnen damit eine bewusste Kaufentscheidung.,"We have introduced a labeling system for pork, enabling consumers to make informed purchasing decisions.",403,,28. 1.9  
Diese Kennzeichnung werden wir bürokratiearm auch auf die anderen Tierarten und die Außer- Haus-Verpflegung ausweiten.,We will extend this labeling to other animal species and out-of-home catering with minimal bureaucracy.,403,,29. 1.9  
Auch regionale Produkte sind bei immer mehr Menschen gefragt.,More and more people are also looking for regional products.,703.1,,30. 1.10  
Deshalb wollen wir landwirtschaftliche Betriebe mit dem regionalen Lebensmittelhandwerk zusammenbringen - beispielsweise mit der Förderung regionaler Wertschöpfungsketten.,That is why we want to bring agricultural businesses together with the regional food trade - for example by promoting regional value chains.,703.1,,31. 1.10  
