text,text_en,cmp_code,eu_code,annotations
"Fast die Hälfte der Bürgergeldempfänger sind inzwischen Ausländer, von denen die meisten noch nie in unsere Sozialsysteme eingezahlt haben.","Almost half of the recipients of Citizen's Income are now foreigners, most of whom have never paid into our welfare systems.",601.2,,201.2
"Diese Masseneinwanderung in den Bürgergeld-Bezug bedroht dessen Finanzierbarkeit zulasten der tatsächlich bedürftigen Mitglieder unserer Gesellschaft, der Steuerzahler und des deutschen Sozialstaates in seiner Gesamtheit.","This mass immigration into the citizens' allowance system threatens its financial viability at the expense of the members of our society who are actually in need, the taxpayers and the German welfare state as a whole.",601.2,,201.2
Wir werden diesen Fehlentwicklungen durch eine grundlegende Reform des Bürgergeldes resolut entgegenwirken.,We will resolutely counteract these undesirable developments through a fundamental reform of the Citizen's Income.,505,,203
Für eine funktionierende Grundsicherung für Arbeitssuchende,For a functioning basic income support system for jobseekers,H,,203.1
"Wir wollen erwerbsfähige Grundsicherungsbezieher schneller wieder in Arbeit bringen, damit sie wieder auf eigenen Beinen stehen können.",We want to get people who are eligible for basic income support back into work more quickly so that they can stand on their own two feet again.,505,,203.1
"Gleichzeitig senken wir so die Kosten für die Steuerzahler, die unsere Grundsicherungssysteme finanzieren.","At the same time, we want to reduce the costs for taxpayers who finance our basic income support systems.",505,,203.2
"Dabei gehen wir vom Grundsatz aus, dass jeder, der arbeiten kann, auch arbeiten soll, anstatt der Gesellschaft zur Last zu fallen.","In doing so, we are working on the principle that everyone who can work should work instead of being a burden on society.",505,,203.2
"Dazu wollen wir erwerbsfähige Bürgergeldempfänger, die nach 6 Monaten noch immer im Leistungsbezug sind, zu gemeinnütziger Arbeit heranziehen,","To this end, we want to make community service compulsory for citizenship benefit recipients who are still in receipt of benefits after 6 months,",505,,201
"den gewöhnlichen Aufenthalt im Bundesgebiet als Voraussetzung für den Grundsicherungsbezug wieder einführen und kontrollieren,","reintroduce and monitor habitual residence in Germany as a prerequisite for receiving basic income support, and",505,,201.1
"Geflüchteten den Aufenthaltsstatus bei Reisen ins Heimatland entziehen,","withdraw the residence status of refugees when traveling to their home country,",601.2,,201.2
"eine sozialversicherungspflichtige Erwerbstätigkeit ohne „aufstockende“ Sozialleistungen von mindestens zehn Jahren in Deutschland zur Voraussetzung für den Bürgergeld-Bezug ausländischer Staatsangehöriger machen und ihren Bürgergeld-Bezug auf ein Jahr begrenzen,","make gainful employment subject to social insurance contributions without ""top-up"" social benefits for at least ten years in Germany a prerequisite for foreign nationals to receive citizen's allowance and limit their receipt of citizen's allowance to one year,",505,,201.3
"ukrainische Kriegsflüchtlinge unter Beibehaltung ihrer Arbeitsmöglichkeiten aus dem Bürgergeld wieder ausgliedern und im Leistungsbezug den Asylbewerbern gleichstellen,","remove Ukrainian war refugees from the citizen's allowance while retaining their work opportunities and place them on an equal footing with asylum seekers in terms of benefit receipt,",505,,201.1
"die tatsächlich nicht erwerbsfähigen Bürgergeld-Bezieher aus den Jobcentern in die personengerechte Betreuung durch die Sozialämter überstellen bei gleichbleibender finanzieller Unterstützung, um die Jobcenter zu entlasten,","transfer those recipients of the citizen's allowance who are actually unable to work from the job centers to the social welfare offices, while maintaining the same level of financial support, in order to relieve the burden on the job centers,",504,,201.1
"Arbeitsagenturen und Jobcenter berufsfeldorientiert organisieren und vorrangig mit branchenerfahrenen Vermittlern besetzen,","organize employment agencies and job centers in such a way that they are geared towards specific occupations and staff them primarily with placement agents with industry experience,",504,,201.1
"stellenorientierte, passgenauere „Matching“-Verfahren für Arbeitssuchende einführen,","introduce job-oriented, more precise ""matching"" procedures for jobseekers",504,,201.1
"Weiterbildungsmaßnahmen nur noch bei Bildungsträgern durchführen, die den Vermittlungserfolg ihrer Maßnahmen nachweisen,",", only carry out further training measures with training providers, who can prove the success of their placement measures,",411,,201.1
"die direkte Kontaktpflege zwischen Arbeitsvermittler und relevanten Arbeitgebern organisieren,","organize direct contact between employment agencies and relevant employers,",504,,201.1
"die persönliche Sicherheit der Mitarbeiter in den Jobcentern erhöhen,","increase the personal safety of employees in the job centers,",605.1,,201.1
"den Mehrfachbezug von Bürgergeldleistungen durch biometrische Identitätsfeststellung und digitale Vernetzung der Jobcenter und Agenturen verhindern,","prevent the multiple receipt of citizen's allowance benefits through biometric identity verification and digital networking of job centers and agencies,",605.1,,201.1
die Regelbedarfssätze an die tatsächliche Inflationsentwicklung des Bürgergeld-Warenkorbs anpassen.,adjust the standard benefit rates to the actual inflationary development of the citizen's allowance basket.,505,,201.1
UNSER KONZEPT FÜR EINE FUNKTIONIERENDE GESUNDHEITSPOLITIK,OUR CONCEPT FOR A FUNCTIONING HEALTHCARE POLICY,H,,201.1
"Beim bestehenden deutschen Gesundheitssystem zeigen sich zunehmend Fehlentwicklungen, die es zu beheben gilt, um eine wohnortnahe und zuverlässige medizinische Versorgung weiterhin gewährleisten zu können.",The existing German healthcare system is increasingly showing undesirable developments that need to be rectified in order to continue to guarantee reliable medical care close to home.,504,,201.1
Unser Ziel ist eine am Menschen orientierte Versorgung und Medizin.,Our goal is to provide people-oriented care and medicine.,504,,201.1
"Eigenverantwortlichkeit, natürliche Prävention sowie Therapiefreiheit sollen gefördert und der Einflussnahme von Lobbyisten Grenzen gesetzt werden.","Personal responsibility, natural prevention and freedom of therapy should be promoted and the influence of lobbyists should be limited.",201.1,,201.1
Der Patient muss frei und selbstbestimmt ohne Zwänge über seine medizinische Behandlung entscheiden dürfen.,Patients must be allowed to make free and self-determined decisions about their medical treatment without constraints.,201.1,,201.1
Gesundheitspolitik muss weiterhin eine nationale Aufgabe bleiben und darf nicht der interessengeleiteten WHO,Health policy must remain a national task and must not be subject to the interests of the WHO.,109,,201.1
und EU-Agenturen überlassen werden.,and EU agencies.,110,,201.1
Die Leistungsfähigkeit der Krankenhäuser sicherstellen,Ensuring the efficiency of hospitals,H,,201.1
In der stationären Versorgung hat sich das DRG-Fallpauschalensystem nicht bewährt.,"In inpatient care, the DRG flat rate system has not proved its worth.",504,,201.1
"Ständige Anpassungen konnten die Grundprobleme, wie das Setzen von finanziellen Fehlanreizen und enormer bürokratischer Aufwand, nicht beseitigen.","Constant adjustments have not been able to eliminate the basic problems, such as the creation of financial disincentives and the enormous bureaucratic burden.",504,,201.1
"Auch die anstehende Krankenhausreform ist nicht geeignet, diese Probleme zu lösen.",The upcoming hospital reform is also not suitable for solving these problems.,504,,201.1
Notwendig ist die vollständige Abschaffung der Fallpauschalen und mittelfristig die Rückkehr zu individuellen Budgetvereinbarungen zwischen den Krankenhäusern und den Spitzenverbänden der GKV auf Landesebene.,"What is needed is the complete abolition of flat rates per case and, in the medium term, a return to individual budget agreements between hospitals and the umbrella organizations of the SHI system at state level.",504,,201
Ambulante Versorgung verbessern,Improve outpatient care,H,,201
Insbesondere im Facharztbereich ist die ambulante Versorgung aufgrund der weitgehend bestehenden Budgetierung ärztlicher Leistungen längst an ihre Grenzen gestoßen.,"Outpatient care has long since reached its limits, particularly in the specialist area, due to the extensive budgeting of medical services.",504,,201
Terminengpässe und monatelange Wartezeiten sind für die Patienten unzumutbar.,Appointment bottlenecks and months-long waiting times are unacceptable for patients.,504,,201
"Die Rationierung ärztlicher Leistungen durch den Zwang, Behandlungen ohne Vergütungsanspruch zu erbringen, muss beendet werden.",The rationing of medical services through the compulsion to provide treatment without entitlement to remuneration must be ended.,504,,201.2
"Um einer ungesteuerten Leistungsausweitung durch Bagatellbehandlungen zu begegnen, sind gestaffelte Bonus- bzw. Rückvergütungssysteme sinnvoll.",Graduated bonus and reimbursement systems are a sensible way of countering the uncontrolled expansion of services through minor treatments.,505,,201.1
Die freiberuflich geführte Inhaberpraxis soll weiterhin das Rückgrat der ambulanten Versorgung bilden.,The freelance owner-managed practice should continue to form the backbone of outpatient care.,504,,201.1
Zur Förderung der Niederlassung von Ärzten im ländlichen Räumen sind finanzielle und organisatorische Niederlassungshilfen zu etablieren.,"In order to promote the establishment of doctors in rural areas, financial and organizational establishment aids should be established.",504,,201.1
Ambulante und stationäre Versorgung sichern,Securing outpatient and inpatient care,H,,201.1
"Seit der Einführung des DRG-Fallpauschalensystems im Krankenhaus ist ein anhaltendes Sinken der Verweildauer zu verzeichnen, die durch eine frühzeitige Krankenhausentlassung nichtselbständiger Patienten bewirkt wird.","Since the introduction of the DRG flat rate system in hospitals, there has been a continuing decrease in the length of stay, which is caused by the early hospital discharge of non-independent patients.",504,,201.1
"Dies führt zu einer weiteren Zunahme der Arbeitsverdichtung und -belastung des Pflegepersonals, was durch den zunehmenden Personalmangel noch verschärft wird.","This leads to a further increase in the workload of nursing staff, which is exacerbated by the increasing staff shortage.",504,,201.2
"Eine bundeseinheitliche, gesetzliche Personalbemessung für alle pflegesensitiven Bereiche ist zur Sicherstellung der pflegerischen Versorgung unerlässlich.","A nationwide, statutory staffing level for all care-sensitive areas is essential to ensure the provision of nursing care.",504,,201.2
Eine angemessene Finanzierung des notwendigen Personalaufwuchses ist von existenzieller Bedeutung und sicherzustellen.,Adequate funding for the necessary increase in personnel is of existential importance and must be ensured.,504,,201.2
"Pflegekammern lehnen wir ab, da nur mit zusätzlicher Bürokratie,","We reject nursing chambers, as this would only lead to additional bureaucracy,",303,,201.2
staatlichem Zugriff,state intervention,201.1,,201.3
und Zwangsbeiträgen zu rechnen ist.,and compulsory contributions.,201.1,,201.3
Häusliche Pflege stärken,Strengthening home care,H,,201.3
"Die Situation der Pflegebedürftigen und ihrer Angehörigen wollen wir erleichtern, indem wir die häusliche Pflege deutlich höher finanziell honorieren.",We want to make the situation of those in need of care and their relatives easier by providing significantly higher financial rewards for home care.,504,,201
"So können es sich mehr Familien leisten, ihre pflegebedürftigen Angehörigen in vertrauter häuslicher Umgebung selbst zu betreuen.",This will enable more families to afford to look after their relatives in need of care themselves in the familiar surroundings of their own homes.,504,,201
Die Unterstützung bei Krankheit oder Urlaubswunsch der pflegenden Angehörigen durch verbesserte ambulante und befristete stationäre Angebote ausgeweitet werden.,Support in the event of illness or when family caregivers wish to take a vacation will be expanded through improved outpatient and temporary inpatient services.,504,,201
Insgesamt werden so der Pflegebedürftige und pflegende Angehörige bessergestellt,"Overall, this will improve the position of the person in need of care and their family carers",504,,201.2
"und gleichzeitig die Pflegekasse entlastet, da weniger und kürzere Heimbetreuungen anfallen.","and at the same time reduce the burden on the care insurance fund, as there will be fewer and shorter periods of institutional care.",504,,201.1
Arzneimittelversorgung gewährleisten,Ensuring the supply of medicines,H,,201.3
"Den Versandhandel mit rezeptpflichtigen Medikamenten lassen wir nicht mehr zu, da er zu Wettbewerbsverzerrungen beiträgt.","We will no longer allow the mail-order sale of prescription drugs, as this contributes to distortions of competition.",403,,201.3
Unberührt davon bleibt der Versandhandel mit nicht rezeptpflichtigen Medikamenten.,This does not affect mail-order sales of non-prescription medicines.,403,,201
"Die weitgehende, mögliche Rückverlagerung der pharmazeutischen Produktion nach Deutschland und in sichere Herkunftsländer ist ein Gebot für Versorgungssicherheit und gleichbleibende Qualität.","The extensive, possible relocation of pharmaceutical production back to Germany and to safe countries of origin is an imperative for security of supply and consistent quality.",406,,201.1
"Der Arzneimittelgroßhandel in Deutschland wird verpflichtet werden, mindestens die Menge der durchschnittlichen zwei Monatsbedarfe bei versorgungsrelevanten Arzneimitteln vorzuhalten.",Pharmaceutical wholesalers in Germany will be obliged to stock at least the quantity of the average two-month requirement for supply-relevant pharmaceuticals.,504,,201.2
Corona aufarbeiten,Working through corona,H,,201.3
"Die Corona-Maßnahmen haben enorm vielen Menschen gesundheitlichen, sozialen und wirtschaftlichen Schaden zugefügt.","The corona measures have caused enormous health, social and economic damage to many people.",305.1,,201.4
Nach Veröffentlichung der RKI-Protokolle müssen die Maßnahmen auf allen Ebenen aufgearbeitet werden.,"Following the publication of the RKI protocols, the measures must be reviewed at all levels.",202.1,,101
"Alle Entscheidungsträger von interessensgesteuerten, gegen den Rat von Wissenschaftlern herbeigeführten Maßnahmen müssen zur Verantwortung gezogen werden.",All decision-makers of interest-driven measures brought about against the advice of scientists must be held accountable.,202.1,,101.1
Dementsprechend müssen die zu Unrecht Verurteilten wieder vollständig rehabilitiert und entschädigt werden.,"Accordingly, those unjustly convicted must be fully rehabilitated and compensated.",202.1,,101.2
Die im Zusammenhang mit der Corona-Krise geänderten Gesetze und Richtlinien sind zu überprüfen und gegebenenfalls zu streichen.,"The laws and guidelines amended in connection with the coronavirus crisis must be reviewed and, if necessary, repealed.",202.1,,102
Als ersten wichtigen Schritt zur Aufarbeitung der Corona-Maßnahmen wollen wir einen Untersuchungsausschuss im Deutschen Bundestag einrichten.,"As a first important step towards coming to terms with the corona measures, we want to set up a committee of inquiry in the German Bundestag.",202.1,,102.1
WHO – Reform oder Austritt,WHO - reform or withdrawal,H,,101.3
"Die Finanzierung der WHO ist grundlegend zu reformieren, um die eklatante Abhängigkeit von privaten Geldgebern zu beseitigen und deren direkte Einflussnahme auszuschließen.",The financing of the WHO must be fundamentally reformed in order to eliminate the blatant dependence on private donors and exclude their direct influence.,304,,101.4
"Zukünftig soll der Haushalt der WHO im Wesentlichen durch Mitgliedsbeiträge der Länder bestritten werden, was eine deutliche Anpassung der strukturellen und der personellen Ausstattung dieser Organisation voraussetzt.","In future, the WHO's budget should essentially be financed by membership fees from the countries, which requires a significant adjustment to the organization's structural and personnel resources.",109,,201
"Mit dem für 2025 geplanten Pandemievertrag werden der WHO bereits bei einer angeblich „drohenden Pandemie“ unter Missachtung nationaler Parlamente umfangreiche Rechte gegenüber den nationalen Staaten eingeräumt, die weit in die Privatsphäre der Bürger eingreifen, bis hin zur Duldung medizinischer Eingriffe und der Beschneidung der persönlichen Freiheit und Selbstbestimmung.","With the pandemic treaty planned for 2025, the WHO will be granted extensive rights vis-à-vis national states in the event of an allegedly ""imminent pandemic"", disregarding national parliaments, which will encroach on the privacy of citizens to the point of tolerating medical interventions and the curtailment of personal freedom and self-determination.",201.1,,201.1
Dies lehnen wir grundsätzlich ab.,We reject this in principle.,201.1,,201.2
"Sollte diese Reform nicht möglich sein, sprechen wir uns für einen Austritt Deutschlands aus der WHO aus.","If this reform is not possible, we are in favor of Germany withdrawing from the WHO.",109,,201.3
"Die Internationalen Gesundheitsvorschriften (IGV) geben der WHO noch mehr Macht und erweiterte Befugnisse zur Ausrufung eines Gesundheitsnotstandes, ohne dass eine unabhängige verbindliche Kontrollinstanz vorgesehen ist.","The International Health Regulations (IHR) give the WHO even more power and extended powers to declare a health emergency, without any provision for an independent, binding supervisory body.",109,,201.4
"Es besteht daher die Gefahr von Machtmissbrauch, Willkür und Grundrechtseinschränkungen.","There is therefore a risk of abuse of power, arbitrariness and restrictions on fundamental rights.",109,,000
"Wir fordern daher, dass Deutschland noch vor der Frist am 31. März 2025 die Internationalen Gesundheitsvorschriften in der jetzigen Form ablehnt.","We therefore demand that Germany rejects the International Health Regulations in their current form before the deadline of March 31, 2025.",109,,000
Organspende,Organ donation,H,,000
Die Bereitschaft zur Organspende ist deutlich zurückgegangen.,The willingness to donate organs has declined significantly.,000,,201
"Deshalb wird zunehmend eine „Widerspruchsregelung“ ins Spiel gebracht, bei der im Falle eines „Hirntodes“ grundsätzlich und ohne Rücksprache mit den Angehörigen Organe entnommen werden können, sofern nicht ein ausdrücklicher Widerspruch des Betroffenen zu Lebzeiten beurkundet wurde.","For this reason, an ""objection regulation"" is increasingly being brought into play, whereby organs can be removed in the event of ""brain death"" in principle and without consultation with relatives, unless an express objection from the person concerned has been documented during their lifetime.",201.1,,201.1
"Die Entscheidung zur Organspende kann aber nur beim Betroffenen liegen, der diese in voller Kenntnis der hiermit zusammenhängenden Abläufe treffen muss.","However, the decision to donate organs can only be made by the person concerned, who must make this decision in full knowledge of the processes involved.",201.1,,201.1
"Dies beinhaltet auch eine Aufklärung über das Kriterium des „Hirntodes“, welches nicht unumstritten ist.","This also includes an explanation of the criterion of ""brain death"", which is not uncontroversial.",201.1,,201.2
Insofern lehnen wir die Widerspruchsregelung und jede Form eines direkten oder indirekten Zwanges entschieden ab.,"In this respect, we firmly reject the objection regulation and any form of direct or indirect coercion.",201.1,,201
Geschlechtsidentität,Gender identity,H,,201.3
Pharmakologische und operative Eingriffe bei Minderjährigen zur Verzögerung der Geschlechtsentwicklung sowie zur Änderung des Geschlechts sind häufig fremdgesteuert und ideologisch begründet und können lebenslang psychische und physische Schäden bewirken.,Pharmacological and surgical interventions in minors to delay gender development and change gender are often externally controlled and ideologically based and can cause lifelong psychological and physical damage.,603,,201
Deshalb werden wir Pubertätsblocker und nicht medizinisch indizierte Eingriffe zur Änderung des Geschlechts verbieten.,That is why we will ban puberty blockers and non-medically indicated gender reassignment surgery.,603,,203
Sterbehilfe,Euthanasia,H,,201
Die Sterbehilfe in der Form der „Tötung auf Verlangen“ ist in Deutschland aus gutem Grunde verboten.,"Euthanasia in the form of ""killing on demand"" is prohibited in Germany for good reason.",603,,201
"Ein „Rechtsanspruch“, wie er auch durch die Gerichte immer wieder thematisiert wird, ist strikt abzulehnen.","A ""legal entitlement"", as is also repeatedly addressed by the courts, must be strictly rejected.",603,,201
"Denn hierdurch könnte ein bestimmter Personenkreis (Ärzte, Pfleger) entgegen des individuellen Gewissens zur Vornahme entsprechender Handlungen verpflichtet werden.","This is because it could oblige a certain group of people (doctors, nurses) to carry out such acts contrary to their individual conscience.",603,,101
Stattdessen sind alle Möglichkeiten der palliativmedizinischen Behandlung zu nutzen.,"Instead, all possibilities of palliative medical treatment should be used.",504,,102
Mit der Sterbehilfe kann der Druck zur Selbsttötung auf schwerkranke Menschen erhöht werden.,Euthanasia can increase the pressure on seriously ill people to commit suicide.,603,,103
Cannabis,Cannabis,H,,104
"Der Konsum von Cannabis kann die Intelligenz beeinträchtigen und zu schweren gesundheitlichen, medizinischen und psychischen Schäden führen, wobei insbesondere das noch nicht vollständig entwickelte Gehirn von Jugendlichen anfällig für irreversible Schädigungen ist.","The use of cannabis can impair intelligence and lead to serious health, medical and psychological damage, with the not yet fully developed brains of young people being particularly susceptible to irreversible damage.",605.1,,105
"Die Freigabe des Cannabiskonsums außerhalb bestimmter medizinischer Indikationen halten wir für einen Fehler, der umgehend korrigiert werden muss.",We consider the approval of cannabis use outside of certain medical indications to be a mistake that must be corrected immediately.,605.1,,106
"Unterstützend befürworten wir den Ausbau der suchtpsychiatrischen Versorgung, um die dauerhafte Abstinenz von Drogenkranken zu erreichen.","In support of this, we advocate the expansion of addiction psychiatric care in order to achieve long-term abstinence for drug addicts.",504,,107
Impfpflicht,Compulsory vaccination,H,,101
Die Ständige Impfkommission (STIKO) hat während der Corona-Krise nicht die gebotene Neutralität gewahrt.,The Standing Committee on Vaccination (STIKO) did not maintain the necessary neutrality during the coronavirus crisis.,202.1,,101
Künftig muss dringend eine zuverlässige Überprüfung und Risiken abwägende Empfehlung von Impfstoffen sichergestellt werden.,"In future, there is an urgent need to ensure a reliable review and risk-assessment of vaccine recommendations.",201.1,,101
"Jeder Mensch muss selbst darüber entscheiden können, ob und was in seinen Körper injiziert wird.",Every person must be able to decide for themselves whether and what is injected into their body.,201.1,,101
Das im Grundgesetz verankerte Selbstbestimmungsrecht und das Recht auf körperliche Unversehrtheit dürfen nicht angetastet werden.,The right to self-determination and the right to physical integrity enshrined in the Basic Law must not be infringed.,201.1,,000
Daher setzen wir uns gegen jede Form von Impfpflicht oder Impfnötigung ein.,We therefore oppose any form of compulsory or coercive vaccination.,201.1,,101
"Eine Ausgrenzung und Diskriminierung von Menschen, die eine Impfung ablehnen, darf es nicht mehr geben.",There must be no more exclusion and discrimination against people who refuse to be vaccinated.,503,,101
Die faktische Masern-Impfpflicht für Kinder und Lehrpersonal wollen wir daher streichen.,We therefore want to abolish the de facto measles vaccination requirement for children and teaching staff.,201.1,,101
Mit Zulassung der experimentellen mRNA-Injektionen während der Corona- Krise wurden verschiedene Berufsgruppen zu Impfungen genötigt.,"With the approval of experimental mRNA injections during the coronavirus crisis, various professional groups were coerced into being vaccinated.",201.1,,101
Die Betroffenen müssen nun bestmöglich unterstützt und straffrei gestellt werden.,Those affected must now be given the best possible support and be exempt from prosecution.,201.1,,101
"Die Verantwortung für eine angemessene Versorgung Impfgeschädigter soll zukünftig auf die Berufsgenossenschaften übergehen, um eine deutlich verbesserte Behandlung und Rehabilitation zur beruflichen Wiedereingliederung sicherzustellen.","In the future, responsibility for the appropriate care of vaccine-injured people should be transferred to the employers' liability insurance associations in order to ensure significantly improved treatment and rehabilitation for professional reintegration.",504,,102
Für den Nachweis von Impfschäden sind Beweislasterleichterungen vorzusehen.,The burden of proof for proving vaccination damage should be eased.,504,,103
Heilpraktiker,Alternative practitioners,H,,104
"Der in Deutschland bestehende Berufsstand des Heilpraktikers sieht sich Bestrebungen ausgesetzt, dieses Berufsbild abzuschaffen.",The existing profession of alternative practitioner in Germany is facing efforts to abolish this profession.,704,,105
"Sicherlich muss das deutsche Heilpraktikergesetz nachgebessert werden, insbesondere im Hinblick auf die Einheitlichkeit von Qualitäts- und Prüfungsstandards.","The German Heilpraktikergesetz must certainly be improved, particularly with regard to the uniformity of quality and examination standards.",704,,106
Eine Kostenerstattungspflicht der GKV (Gesetzlichen Krankenversicherung) ist hiermit jedoch nicht verbunden.,"However, this does not mean that the SHI (statutory health insurance) is obliged to reimburse costs.",505,,Error_not_all_lines_annotated
"Wir wollen, dass jeder Bürger selbst entscheiden kann, von wem er sich behandeln lässt, und lehnen eine Abschaffung des Heilpraktikerberufs ab.",We want every citizen to be able to decide for themselves who they want to be treated by and reject the abolition of the alternative practitioner profession.,201.1,,201
Patientendaten und Telematik,Patient data and telematics,H,,201.1
Medizinische Behandlungsdaten müssen aufgrund ihrer hohen Sensibilität den höchstmöglichen Schutz genießen.,Medical treatment data must enjoy the highest possible level of protection due to its high level of sensitivity.,201.1,,201.2
"Die Schaffung einer zentralen Datenbank mit der Anbindung von Kliniken, Praxen, Psychotherapeuten und Apotheken zur Speicherung vertraulicher Patientendaten (Telematik-Infrastruktur – TI) ist abzulehnen.","The creation of a central database linking clinics, surgeries, psychotherapists and pharmacies for the storage of confidential patient data (telematics infrastructure - TI) must be rejected.",201.1,,201.3
"Wir befürworten die Speicherung eines Notfalldatensatzes, einschließlich eines Medikamentenplans und einer Patientenverfügung auf der Krankenversicherungskarte.","We are in favor of storing an emergency data record, including a medication plan and a living will, on the health insurance card.",504,,202
Personal aus dem Ausland – nur nach deutschen Standards,Staff from abroad - only in accordance with German standards,H,,201.4
"Bei medizinischem Fachpersonal, das sprachliche Defizite aufweist, kann weder eine Vertrauensbasis entstehen, noch können Missverständnisse im Behandlungsablauf ausgeschlossen werden.","Medical staff with language deficits cannot be trusted, nor can misunderstandings in the course of treatment be ruled out.",608.2,,101
Sowohl die fachliche als auch sprachliche Qualifikation (Niveau C1) müssen uneingeschränkt dem deutschen Standard genügen.,Both professional and linguistic qualifications (level C1) must meet German standards without restriction.,608.2,,101.1
Es müssen vorrangig Studienplatzbewerber mit deutscher Staatsangehörigkeit für das Fach Medizin/Zahnmedizin ausgebildet werden.,Priority must be given to training applicants with German citizenship for the subject of medicine/dentistry.,601.1,,101.2
Wir fordern eine Ausweitung des Angebots an Studienplätzen in Zahn- und Humanmedizin.,We are calling for an increase in the number of study places available in dentistry and human medicine.,504,,201.1
Derzeit besteht ein Mangel an diesen Studienplätzen.,There is currently a shortage of these study places.,504,,101
Entbürokratisierung des Gesundheitswesens,Reducing bureaucracy in the healthcare system,H,,102
"Die Bürokratie im Gesundheitswesen hat Ausmaße erreicht, die häufig von der Behandlung von Patienten abhält und erhebliche Kosten verursacht.",Bureaucracy in the healthcare system has reached proportions that often prevent patients from receiving treatment and cause considerable costs.,504,,103
"Das ist die Folge eines übertriebenen Sicherheitsbedürfnisses, bei dem Aufwand und Nutzen in keinem akzeptablen Verhältnis stehen.","This is the result of an exaggerated need for security, where the costs and benefits are not in an acceptable relationship.",303,,104
Sie ist Ausdruck eines Misstrauens der Politik gegenüber den Leistungserbringern.,It is an expression of mistrust on the part of politicians towards service providers.,201.1,,105
Zudem ist die bisherige Regulierungsintensität die Begleiterscheinung eines übergriffigen und überbordenden Staatswesens.,"In addition, the intensity of regulation to date is the side effect of an overreaching and excessive state system.",401,,106
"Die AfD setzt auf Deregulierung,","The AfD is committed to deregulation,",401,,107
"Bürokratieabbau,","reducing bureaucracy,",303,,108
Selbstverwaltung,self-administration,201.1,,109
und auf Eigenverantwortung.,and personal responsibility.,201.1,,110
ZEIT FÜR WOHLSTAND,TIME FOR PROSPERITY,H,,111
"BAUEN, WOHNEN, INFRASTRUKTUR, ENERGIE, VERKEHR UND DIGITALES","BUILDING, HOUSING, INFRASTRUCTURE, ENERGY, TRANSPORT AND DIGITAL ISSUES",H,,112
WIR WOLLEN EIN VOLK VON EIGENTÜMERN WERDEN,WE WANT TO BECOME A NATION OF OWNERS,H,,201.1
In weiten Teilen Deutschlands herrscht unter anderem durch unkontrollierte Einwanderung Wohnungsnot.,"There is a housing shortage in many parts of Germany, partly due to uncontrolled immigration.",601.2,,201.2
"Ausufernde gesetzliche Vorgaben zum Bau- und Mietrecht, wie das sogenannte Heizungsgesetz, behindern die Erstellung preiswerter Wohnungen.","Excessive legal regulations on building and tenancy law, such as the so-called Heating Act, are hindering the construction of affordable housing.",401,,201.3
"Wir werden den Wohnungsbau von diesen Fesseln befreien, damit sich in Zukunft jeder Bürger eine Wohnung oder ein Haus leisten kann.",We will free housing construction from these shackles so that every citizen can afford an apartment or house in the future.,401,,202.1
Wohlstand entsteht aus Wohneigentum.,Prosperity comes from home ownership.,401,,201.4
"Siebzig Prozent aller EU-Bürger leben im Eigentum, während die Mehrheit der Deutschen nicht in den eigenen vier Wänden, sondern zur Miete wohnt.","Seventy percent of all EU citizens own their own home, while the majority of Germans rent rather than own their own four walls.",401,,101
Wohn- und Baunebenkosten senken,Reduce housing and ancillary building costs,H,,102
"Neben den Baukosten sind die Wohnnebenkosten deutlich zu senken, um Wohnen für die Bürger wieder bezahlbar zu machen.","In addition to construction costs, ancillary housing costs must be significantly reduced in order to make housing affordable for people again.",403,,101
"So sind die Grunderwerbsteuer für Selbstnutzer, die Grundsteuer und der Rundfunkbeitrag (GEZ) aufzuheben,","For example, the land transfer tax for owner-occupiers, the property tax and the broadcasting fee (GEZ) should be abolished",401,,101
"sowie die Grunderwerbssteuer für ausländische Käufer mit Hauptwohnsitz außerhalb der EU auf 20 % zu erhöhen, so wie in Österreich.",", and the land transfer tax for foreign buyers with a main residence outside the EU should be increased to 20%, as in Austria.",406,,201.1
"Ideologiegetriebene Kosten wie EEG-Umlage, CO₂-Steuer und das Gebäudeenergiegesetz (GEG) werden wir abschaffen.","We will abolish ideology-driven costs such as the EEG levy, CO₂ tax and the Building Energy Act (GEG).",401,,201.2
Baurecht muss nationales Recht bleiben,Building law must remain national law,H,,201.1
Nach dem Subsidiaritätsprinzip sind Entscheidungen zum Baurecht den Nationalstaaten vorzubehalten.,"According to the principle of subsidiarity, decisions on building law must be reserved for the nation states.",110,,201.3
Die kostentreibenden Vorschriften der EU in diesem Bereich lehnen wir ab.,We reject the EU's cost-driving regulations in this area.,110,,201.4
Bestandsschutz,Protection of existing buildings,H,,201.4
Zum Schutz von Eigentum und Bestand vor veränderten Bauvorschriften muss immer das Baurecht aus dem Erstellungszeitraum anwendbar bleiben.,"To protect property and existing buildings from changes to building regulations, the building law from the period of construction must always remain applicable.",401,,201
Mieter zu Eigentümern machen,Turning tenants into owners,H,,201
"Eigentum ist Freiheit, schützt vor Altersarmut und vor Mietsteigerungen.","Ownership is freedom, protects against poverty in old age and against rent increases.",401,,201
Umwandlungshemmnisse wollen wir aufheben.,We want to remove barriers to conversion.,401,,201
